"Time (CET/CEST)","Day-ahead Total Load Forecast [MW] - BZN|PL","Actual Total Load [MW] - BZN|PL"
"19.12.2024 03:15 - 19.12.2024 03:30","15450","15734"
"19.12.2024 03:30 - 19.12.2024 03:45","15550","15646"
"19.12.2024 03:45 - 19.12.2024 04:00","15650","15798"
"19.12.2024 04:00 - 19.12.2024 04:15","15750","15864"
"19.12.2024 04:15 - 19.12.2024 04:30","15850","16055"
"19.12.2024 04:30 - 19.12.2024 04:45","15950","16098"
"19.12.2024 04:45 - 19.12.2024 05:00","16100","16436"
"19.12.2024 05:00 - 19.12.2024 05:15","16500","16547"
"19.12.2024 05:15 - 19.12.2024 05:30","16900","16682"
"19.12.2024 05:30 - 19.12.2024 05:45","17300","17027"
"19.12.2024 05:45 - 19.12.2024 06:00","18000","17569"
"19.12.2024 06:00 - 19.12.2024 06:15","19100","18664"
"19.12.2024 06:15 - 19.12.2024 06:30","19800","19181"
"19.12.2024 06:30 - 19.12.2024 06:45","20400","19772"
"19.12.2024 06:45 - 19.12.2024 07:00","20900","20465"
"19.12.2024 07:00 - 19.12.2024 07:15","21400","20892"
"19.12.2024 07:15 - 19.12.2024 07:30","21650","20731"
"19.12.2024 07:30 - 19.12.2024 07:45","21800","20885"
"19.12.2024 07:45 - 19.12.2024 08:00","22000","21167"
"19.12.2024 08:00 - 19.12.2024 08:15","22300","21473"
"19.12.2024 08:15 - 19.12.2024 08:30","22400","21553"
"19.12.2024 08:30 - 19.12.2024 08:45","22500","21533"
"19.12.2024 08:45 - 19.12.2024 09:00","22600","21655"
"19.12.2024 09:00 - 19.12.2024 09:15","22600","21686"
"19.12.2024 09:15 - 19.12.2024 09:30","22550","21455"
"19.12.2024 09:30 - 19.12.2024 09:45","22550","21329"
"19.12.2024 09:45 - 19.12.2024 10:00","22200","21378"
"19.12.2024 10:00 - 19.12.2024 10:15","22100","20984"
"19.12.2024 10:15 - 19.12.2024 10:30","22250","21178"
"19.12.2024 10:30 - 19.12.2024 10:45","22450","21208"
"19.12.2024 10:45 - 19.12.2024 11:00","22500","21331"
"19.12.2024 11:00 - 19.12.2024 11:15","22500","21220"
"19.12.2024 11:15 - 19.12.2024 11:30","22500","21250"
"19.12.2024 11:30 - 19.12.2024 11:45","22500","21477"
"19.12.2024 11:45 - 19.12.2024 12:00","22500","21462"
"19.12.2024 12:00 - 19.12.2024 12:15","22500","21466"
"19.12.2024 12:15 - 19.12.2024 12:30","22500","21520"
"19.12.2024 12:30 - 19.12.2024 12:45","22550","21627"
"19.12.2024 12:45 - 19.12.2024 13:00","22650","21678"
"19.12.2024 13:00 - 19.12.2024 13:15","22750","21924"
"19.12.2024 13:15 - 19.12.2024 13:30","22750","21993"
"19.12.2024 13:30 - 19.12.2024 13:45","22600","21651"
"19.12.2024 13:45 - 19.12.2024 14:00","22200","21236"
"19.12.2024 14:00 - 19.12.2024 14:15","22400","21350"
"19.12.2024 14:15 - 19.12.2024 14:30","22500","21436"
"19.12.2024 14:30 - 19.12.2024 14:45","22500","21530"
"19.12.2024 14:45 - 19.12.2024 15:00","22350","21491"
"19.12.2024 15:00 - 19.12.2024 15:15","22300","21580"
"19.12.2024 15:15 - 19.12.2024 15:30","22500","21956"
"19.12.2024 15:30 - 19.12.2024 15:45","22800","22160"
"19.12.2024 15:45 - 19.12.2024 16:00","22950","22153"
"19.12.2024 16:00 - 19.12.2024 16:15","23100","22373"
"19.12.2024 16:15 - 19.12.2024 16:30","23100","22405"
"19.12.2024 16:30 - 19.12.2024 16:45","23100","22319"
"19.12.2024 16:45 - 19.12.2024 17:00","23100","22264"
"19.12.2024 17:00 - 19.12.2024 17:15","23100","22158"
"19.12.2024 17:15 - 19.12.2024 17:30","22950","22146"
"19.12.2024 17:30 - 19.12.2024 17:45","22850","21999"
"19.12.2024 17:45 - 19.12.2024 18:00","22600","21925"
"19.12.2024 18:00 - 19.12.2024 18:15","22600","21794"
"19.12.2024 18:15 - 19.12.2024 18:30","22600","21790"
"19.12.2024 18:30 - 19.12.2024 18:45","22700","21884"
"19.12.2024 18:45 - 19.12.2024 19:00","22650","21747"
"19.12.2024 19:00 - 19.12.2024 19:15","22650","21664"
"19.12.2024 19:15 - 19.12.2024 19:30","22550","21769"
"19.12.2024 19:30 - 19.12.2024 19:45","22450","21898"
"19.12.2024 19:45 - 19.12.2024 20:00","22300","21661"
"19.12.2024 20:00 - 19.12.2024 20:15","22050","21369"
"19.12.2024 20:15 - 19.12.2024 20:30","21800","21277"
"19.12.2024 20:30 - 19.12.2024 20:45","21550","21118"
"19.12.2024 20:45 - 19.12.2024 21:00","21300","20756"
"19.12.2024 21:00 - 19.12.2024 21:15","20800","20205"
"19.12.2024 21:15 - 19.12.2024 21:30","20300","19866"
"19.12.2024 21:30 - 19.12.2024 21:45","19800","19397"
"19.12.2024 21:45 - 19.12.2024 22:00","19350","18768"
"19.12.2024 22:00 - 19.12.2024 22:15","19300","18577"
"19.12.2024 22:15 - 19.12.2024 22:30","19000","18373"
"19.12.2024 22:30 - 19.12.2024 22:45","18650","18021"
"19.12.2024 22:45 - 19.12.2024 23:00","18200","17654"
"19.12.2024 23:00 - 19.12.2024 23:15","17900","17339"
"19.12.2024 23:15 - 19.12.2024 23:30","17550","16974"
"19.12.2024 23:30 - 19.12.2024 23:45","17200","16682"
"19.12.2024 23:45 - 20.12.2024 00:00","16850","16109"
"20.12.2024 00:00 - 20.12.2024 00:15","16600","16085"
"20.12.2024 00:15 - 20.12.2024 00:30","16450","15908"
"20.12.2024 00:30 - 20.12.2024 00:45","16250","15466"
"20.12.2024 00:45 - 20.12.2024 01:00","16050","15365"
"20.12.2024 01:00 - 20.12.2024 01:15","15800","15208"
"20.12.2024 01:15 - 20.12.2024 01:30","15650","15202"
"20.12.2024 01:30 - 20.12.2024 01:45","15600","15072"
"20.12.2024 01:45 - 20.12.2024 02:00","15550","14808"
"20.12.2024 02:00 - 20.12.2024 02:15","15550","14801"
"20.12.2024 02:15 - 20.12.2024 02:30","15550","14744"
"20.12.2024 02:30 - 20.12.2024 02:45","15550","14548"
"20.12.2024 02:45 - 20.12.2024 03:00","15550","14651"
"20.12.2024 03:00 - 20.12.2024 03:15","15550","14876"
"20.12.2024 03:15 - 20.12.2024 03:30","15600","14760"
"20.12.2024 03:30 - 20.12.2024 03:45","15700","14876"
"20.12.2024 03:45 - 20.12.2024 04:00","15800","14992"
"20.12.2024 04:00 - 20.12.2024 04:15","15900","15073"
"20.12.2024 04:15 - 20.12.2024 04:30","16000","15215"
"20.12.2024 04:30 - 20.12.2024 04:45","16100","15278"
"20.12.2024 04:45 - 20.12.2024 05:00","16250","15361"
"20.12.2024 05:00 - 20.12.2024 05:15","16650","15890"
"20.12.2024 05:15 - 20.12.2024 05:30","17050","16024"
"20.12.2024 05:30 - 20.12.2024 05:45","17450","16463"
"20.12.2024 05:45 - 20.12.2024 06:00","18150","17146"
"20.12.2024 06:00 - 20.12.2024 06:15","19250","18203"
"20.12.2024 06:15 - 20.12.2024 06:30","19950","18912"
"20.12.2024 06:30 - 20.12.2024 06:45","20550","19519"
"20.12.2024 06:45 - 20.12.2024 07:00","21050","19981"
"20.12.2024 07:00 - 20.12.2024 07:15","21550","20518"
"20.12.2024 07:15 - 20.12.2024 07:30","21650","20448"
"20.12.2024 07:30 - 20.12.2024 07:45","21800","20717"
"20.12.2024 07:45 - 20.12.2024 08:00","22000","20722"
"20.12.2024 08:00 - 20.12.2024 08:15","22300","21116"
"20.12.2024 08:15 - 20.12.2024 08:30","22400","21252"
"20.12.2024 08:30 - 20.12.2024 08:45","22500","21532"
"20.12.2024 08:45 - 20.12.2024 09:00","22600","21554"
"20.12.2024 09:00 - 20.12.2024 09:15","22600","21578"
"20.12.2024 09:15 - 20.12.2024 09:30","22550","21492"
"20.12.2024 09:30 - 20.12.2024 09:45","22550","21692"
"20.12.2024 09:45 - 20.12.2024 10:00","22200","21102"
"20.12.2024 10:00 - 20.12.2024 10:15","22100","21332"
"20.12.2024 10:15 - 20.12.2024 10:30","22250","21573"
"20.12.2024 10:30 - 20.12.2024 10:45","22450","21503"
"20.12.2024 10:45 - 20.12.2024 11:00","22500","21520"
"20.12.2024 11:00 - 20.12.2024 11:15","22500","21445"
"20.12.2024 11:15 - 20.12.2024 11:30","22500","21568"
"20.12.2024 11:30 - 20.12.2024 11:45","22500","21543"
"20.12.2024 11:45 - 20.12.2024 12:00","22500","21301"
"20.12.2024 12:00 - 20.12.2024 12:15","22500","21370"
"20.12.2024 12:15 - 20.12.2024 12:30","22500","21243"
"20.12.2024 12:30 - 20.12.2024 12:45","22550","21242"
"20.12.2024 12:45 - 20.12.2024 13:00","22650","21219"
"20.12.2024 13:00 - 20.12.2024 13:15","22750","21640"
"20.12.2024 13:15 - 20.12.2024 13:30","22750","21672"
"20.12.2024 13:30 - 20.12.2024 13:45","22600","21383"
"20.12.2024 13:45 - 20.12.2024 14:00","22200","21119"
"20.12.2024 14:00 - 20.12.2024 14:15","22400","21338"
"20.12.2024 14:15 - 20.12.2024 14:30","22500","21424"
"20.12.2024 14:30 - 20.12.2024 14:45","22500","21357"
"20.12.2024 14:45 - 20.12.2024 15:00","22350","21229"
"20.12.2024 15:00 - 20.12.2024 15:15","22300","21294"
"20.12.2024 15:15 - 20.12.2024 15:30","22500","21504"
"20.12.2024 15:30 - 20.12.2024 15:45","22800","21719"
"20.12.2024 15:45 - 20.12.2024 16:00","22950","21958"
"20.12.2024 16:00 - 20.12.2024 16:15","23100","22119"
"20.12.2024 16:15 - 20.12.2024 16:30","23100","22120"
"20.12.2024 16:30 - 20.12.2024 16:45","23100","22218"
"20.12.2024 16:45 - 20.12.2024 17:00","23100","22105"
"20.12.2024 17:00 - 20.12.2024 17:15","23100","22015"
"20.12.2024 17:15 - 20.12.2024 17:30","23050","21952"
"20.12.2024 17:30 - 20.12.2024 17:45","23000","21672"
"20.12.2024 17:45 - 20.12.2024 18:00","22750","21570"
"20.12.2024 18:00 - 20.12.2024 18:15","22750","21411"
"20.12.2024 18:15 - 20.12.2024 18:30","22750","21408"
"20.12.2024 18:30 - 20.12.2024 18:45","22850","21461"
"20.12.2024 18:45 - 20.12.2024 19:00","22800","21410"
"20.12.2024 19:00 - 20.12.2024 19:15","22800","21374"
"20.12.2024 19:15 - 20.12.2024 19:30","22800","21116"
"20.12.2024 19:30 - 20.12.2024 19:45","22750","21117"
"20.12.2024 19:45 - 20.12.2024 20:00","22600","20967"
"20.12.2024 20:00 - 20.12.2024 20:15","22350","20983"
"20.12.2024 20:15 - 20.12.2024 20:30","22100","20823"
"20.12.2024 20:30 - 20.12.2024 20:45","21850","20745"
"20.12.2024 20:45 - 20.12.2024 21:00","21600","20219"
"20.12.2024 21:00 - 20.12.2024 21:15","21100","20036"
"20.12.2024 21:15 - 20.12.2024 21:30","20600","19580"
"20.12.2024 21:30 - 20.12.2024 21:45","20100","19109"
"20.12.2024 21:45 - 20.12.2024 22:00","19650","18730"
"20.12.2024 22:00 - 20.12.2024 22:15","19600","18408"
"20.12.2024 22:15 - 20.12.2024 22:30","19300","18361"
"20.12.2024 22:30 - 20.12.2024 22:45","18950","17874"
"20.12.2024 22:45 - 20.12.2024 23:00","18500","17746"
"20.12.2024 23:00 - 20.12.2024 23:15","18200","17438"
"20.12.2024 23:15 - 20.12.2024 23:30","17850","17079"
"20.12.2024 23:30 - 20.12.2024 23:45","17500","16560"
"20.12.2024 23:45 - 21.12.2024 00:00","17150","16230"
"21.12.2024 00:00 - 21.12.2024 00:15","16450","16257"
"21.12.2024 00:15 - 21.12.2024 00:30","16300","15910"
"21.12.2024 00:30 - 21.12.2024 00:45","16150","15713"
"21.12.2024 00:45 - 21.12.2024 01:00","16000","15329"
"21.12.2024 01:00 - 21.12.2024 01:15","15850","15325"
"21.12.2024 01:15 - 21.12.2024 01:30","15700","15175"
"21.12.2024 01:30 - 21.12.2024 01:45","15550","14852"
"21.12.2024 01:45 - 21.12.2024 02:00","15450","14636"
"21.12.2024 02:00 - 21.12.2024 02:15","15400","14684"
"21.12.2024 02:15 - 21.12.2024 02:30","15400","14715"
"21.12.2024 02:30 - 21.12.2024 02:45","15400","14676"
"21.12.2024 02:45 - 21.12.2024 03:00","15400","14660"
"21.12.2024 03:00 - 21.12.2024 03:15","15400","14738"
"21.12.2024 03:15 - 21.12.2024 03:30","15400","14683"
"21.12.2024 03:30 - 21.12.2024 03:45","15400","14785"
"21.12.2024 03:45 - 21.12.2024 04:00","15400","14793"
"21.12.2024 04:00 - 21.12.2024 04:15","15400","14721"
"21.12.2024 04:15 - 21.12.2024 04:30","15450","15049"
"21.12.2024 04:30 - 21.12.2024 04:45","15550","15042"
"21.12.2024 04:45 - 21.12.2024 05:00","15600","15162"
"21.12.2024 05:00 - 21.12.2024 05:15","15750","15096"
"21.12.2024 05:15 - 21.12.2024 05:30","15900","15215"
"21.12.2024 05:30 - 21.12.2024 05:45","16050","15336"
"21.12.2024 05:45 - 21.12.2024 06:00","16200","15466"
"21.12.2024 06:00 - 21.12.2024 06:15","16750","15975"
"21.12.2024 06:15 - 21.12.2024 06:30","17100","16258"
"21.12.2024 06:30 - 21.12.2024 06:45","17350","16447"
"21.12.2024 06:45 - 21.12.2024 07:00","17650","16792"
"21.12.2024 07:00 - 21.12.2024 07:15","17900","17024"
"21.12.2024 07:15 - 21.12.2024 07:30","18150","17199"
"21.12.2024 07:30 - 21.12.2024 07:45","18200","17456"
"21.12.2024 07:45 - 21.12.2024 08:00","18450","17741"
"21.12.2024 08:00 - 21.12.2024 08:15","18700","17942"
"21.12.2024 08:15 - 21.12.2024 08:30","19000","18286"
"21.12.2024 08:30 - 21.12.2024 08:45","19200","18631"
"21.12.2024 08:45 - 21.12.2024 09:00","19400","18739"
"21.12.2024 09:00 - 21.12.2024 09:15","19650","18803"
"21.12.2024 09:15 - 21.12.2024 09:30","19850","18759"
"21.12.2024 09:30 - 21.12.2024 09:45","19900","19121"
"21.12.2024 09:45 - 21.12.2024 10:00","19950","19058"
"21.12.2024 10:00 - 21.12.2024 10:15","20000","19090"
"21.12.2024 10:15 - 21.12.2024 10:30","20050","19124"
"21.12.2024 10:30 - 21.12.2024 10:45","20100","19210"
"21.12.2024 10:45 - 21.12.2024 11:00","20100","18978"
"21.12.2024 11:00 - 21.12.2024 11:15","20100","18991"
"21.12.2024 11:15 - 21.12.2024 11:30","20100","18969"
"21.12.2024 11:30 - 21.12.2024 11:45","20100","18800"
"21.12.2024 11:45 - 21.12.2024 12:00","20100","19097"
"21.12.2024 12:00 - 21.12.2024 12:15","20100","19126"
"21.12.2024 12:15 - 21.12.2024 12:30","20100","19140"
"21.12.2024 12:30 - 21.12.2024 12:45","20100","19096"
"21.12.2024 12:45 - 21.12.2024 13:00","20100","18833"
"21.12.2024 13:00 - 21.12.2024 13:15","20100","19238"
"21.12.2024 13:15 - 21.12.2024 13:30","20100","19277"
"21.12.2024 13:30 - 21.12.2024 13:45","19950","19348"
"21.12.2024 13:45 - 21.12.2024 14:00","19750","19081"
"21.12.2024 14:00 - 21.12.2024 14:15","19750","19170"
"21.12.2024 14:15 - 21.12.2024 14:30","19750","19261"
"21.12.2024 14:30 - 21.12.2024 14:45","19750","19510"
"21.12.2024 14:45 - 21.12.2024 15:00","19750","19449"
"21.12.2024 15:00 - 21.12.2024 15:15","20100","19583"
"21.12.2024 15:15 - 21.12.2024 15:30","20300","19829"
"21.12.2024 15:30 - 21.12.2024 15:45","20550","19895"
"21.12.2024 15:45 - 21.12.2024 16:00","20700","20325"
"21.12.2024 16:00 - 21.12.2024 16:15","20800","20601"
"21.12.2024 16:15 - 21.12.2024 16:30","20800","20287"
"21.12.2024 16:30 - 21.12.2024 16:45","20800","20537"
"21.12.2024 16:45 - 21.12.2024 17:00","20800","20608"
"21.12.2024 17:00 - 21.12.2024 17:15","20800","20589"
"21.12.2024 17:15 - 21.12.2024 17:30","20750","20452"
"21.12.2024 17:30 - 21.12.2024 17:45","20650","20167"
"21.12.2024 17:45 - 21.12.2024 18:00","20600","20238"
"21.12.2024 18:00 - 21.12.2024 18:15","20500","20242"
"21.12.2024 18:15 - 21.12.2024 18:30","20400","20123"
"21.12.2024 18:30 - 21.12.2024 18:45","20300","19998"
"21.12.2024 18:45 - 21.12.2024 19:00","20250","20135"
"21.12.2024 19:00 - 21.12.2024 19:15","20200","20013"
"21.12.2024 19:15 - 21.12.2024 19:30","20150","20065"
"21.12.2024 19:30 - 21.12.2024 19:45","20100","19883"
"21.12.2024 19:45 - 21.12.2024 20:00","20000","19671"
"21.12.2024 20:00 - 21.12.2024 20:15","19850","19565"
"21.12.2024 20:15 - 21.12.2024 20:30","19700","19288"
"21.12.2024 20:30 - 21.12.2024 20:45","19450","19106"
"21.12.2024 20:45 - 21.12.2024 21:00","19250","18845"
"21.12.2024 21:00 - 21.12.2024 21:15","18950","18510"
"21.12.2024 21:15 - 21.12.2024 21:30","18600","18279"
"21.12.2024 21:30 - 21.12.2024 21:45","18350","17831"
"21.12.2024 21:45 - 21.12.2024 22:00","18100","17772"
"21.12.2024 22:00 - 21.12.2024 22:15","17850","17468"
"21.12.2024 22:15 - 21.12.2024 22:30","17600","17285"
"21.12.2024 22:30 - 21.12.2024 22:45","17350","16931"
"21.12.2024 22:45 - 21.12.2024 23:00","17050","16524"
"21.12.2024 23:00 - 21.12.2024 23:15","16750","16130"
"21.12.2024 23:15 - 21.12.2024 23:30","16450","15888"
"21.12.2024 23:30 - 21.12.2024 23:45","16150","15559"
"21.12.2024 23:45 - 22.12.2024 00:00","15850","15359"
"22.12.2024 00:00 - 22.12.2024 00:15","15500","15743"
"22.12.2024 00:15 - 22.12.2024 00:30","15250","15403"
"22.12.2024 00:30 - 22.12.2024 00:45","15050","15389"
"22.12.2024 00:45 - 22.12.2024 01:00","14850","15058"
"22.12.2024 01:00 - 22.12.2024 01:15","14700","14910"
"22.12.2024 01:15 - 22.12.2024 01:30","14550","14762"
"22.12.2024 01:30 - 22.12.2024 01:45","14400","14590"
"22.12.2024 01:45 - 22.12.2024 02:00","14250","14525"
"22.12.2024 02:00 - 22.12.2024 02:15","14150","14387"
"22.12.2024 02:15 - 22.12.2024 02:30","14100","14221"
"22.12.2024 02:30 - 22.12.2024 02:45","14100","14142"
"22.12.2024 02:45 - 22.12.2024 03:00","14100","14277"
"22.12.2024 03:00 - 22.12.2024 03:15","14100","14192"
"22.12.2024 03:15 - 22.12.2024 03:30","14100","14313"
"22.12.2024 03:30 - 22.12.2024 03:45","14100","14082"
"22.12.2024 03:45 - 22.12.2024 04:00","14100","14090"
"22.12.2024 04:00 - 22.12.2024 04:15","14100","14223"
"22.12.2024 04:15 - 22.12.2024 04:30","14100","14151"
"22.12.2024 04:30 - 22.12.2024 04:45","14100","14318"
"22.12.2024 04:45 - 22.12.2024 05:00","14200","14284"
"22.12.2024 05:00 - 22.12.2024 05:15","14400","14446"
"22.12.2024 05:15 - 22.12.2024 05:30","14450","14208"
"22.12.2024 05:30 - 22.12.2024 05:45","14500","14356"
"22.12.2024 05:45 - 22.12.2024 06:00","14600","14623"
"22.12.2024 06:00 - 22.12.2024 06:15","15000","14879"
"22.12.2024 06:15 - 22.12.2024 06:30","15200","15126"
"22.12.2024 06:30 - 22.12.2024 06:45","15350","15330"
"22.12.2024 06:45 - 22.12.2024 07:00","15600","15349"
"22.12.2024 07:00 - 22.12.2024 07:15","15700","15652"
"22.12.2024 07:15 - 22.12.2024 07:30","15800","15589"
"22.12.2024 07:30 - 22.12.2024 07:45","15950","15520"
"22.12.2024 07:45 - 22.12.2024 08:00","16150","15934"
"22.12.2024 08:00 - 22.12.2024 08:15","16450","16065"
"22.12.2024 08:15 - 22.12.2024 08:30","16800","16422"
"22.12.2024 08:30 - 22.12.2024 08:45","17100","16728"
"22.12.2024 08:45 - 22.12.2024 09:00","17350","16982"
"22.12.2024 09:00 - 22.12.2024 09:15","17600","17172"
"22.12.2024 09:15 - 22.12.2024 09:30","17800","17254"
"22.12.2024 09:30 - 22.12.2024 09:45","17950","17484"
"22.12.2024 09:45 - 22.12.2024 10:00","18000","17639"
"22.12.2024 10:00 - 22.12.2024 10:15","18200","17575"
"22.12.2024 10:15 - 22.12.2024 10:30","18350","17778"
"22.12.2024 10:30 - 22.12.2024 10:45","18400","17658"
"22.12.2024 10:45 - 22.12.2024 11:00","18500","17737"
"22.12.2024 11:00 - 22.12.2024 11:15","18550","17790"
"22.12.2024 11:15 - 22.12.2024 11:30","18600","17824"
"22.12.2024 11:30 - 22.12.2024 11:45","18650","18036"
"22.12.2024 11:45 - 22.12.2024 12:00","18700","18086"
"22.12.2024 12:00 - 22.12.2024 12:15","18750","18494"
"22.12.2024 12:15 - 22.12.2024 12:30","18750","18567"
"22.12.2024 12:30 - 22.12.2024 12:45","18750","18879"
"22.12.2024 12:45 - 22.12.2024 13:00","18750","18652"
"22.12.2024 13:00 - 22.12.2024 13:15","18750","18743"
"22.12.2024 13:15 - 22.12.2024 13:30","18750","18757"
"22.12.2024 13:30 - 22.12.2024 13:45","18750","18713"
"22.12.2024 13:45 - 22.12.2024 14:00","18750","18643"
"22.12.2024 14:00 - 22.12.2024 14:15","18750","18880"
"22.12.2024 14:15 - 22.12.2024 14:30","18750","18893"
"22.12.2024 14:30 - 22.12.2024 14:45","18750","18745"
"22.12.2024 14:45 - 22.12.2024 15:00","18750","18829"
"22.12.2024 15:00 - 22.12.2024 15:15","18800","18799"
"22.12.2024 15:15 - 22.12.2024 15:30","18950","18808"
"22.12.2024 15:30 - 22.12.2024 15:45","19150","18891"
"22.12.2024 15:45 - 22.12.2024 16:00","19400","18999"
"22.12.2024 16:00 - 22.12.2024 16:15","19500","19471"
"22.12.2024 16:15 - 22.12.2024 16:30","19550","19197"
"22.12.2024 16:30 - 22.12.2024 16:45","19550","19501"
"22.12.2024 16:45 - 22.12.2024 17:00","19550","19342"
"22.12.2024 17:00 - 22.12.2024 17:15","19550","19442"
"22.12.2024 17:15 - 22.12.2024 17:30","19550","19467"
"22.12.2024 17:30 - 22.12.2024 17:45","19550","19614"
"22.12.2024 17:45 - 22.12.2024 18:00","19550","19522"
"22.12.2024 18:00 - 22.12.2024 18:15","19550","19377"
"22.12.2024 18:15 - 22.12.2024 18:30","19550","19398"
"22.12.2024 18:30 - 22.12.2024 18:45","19550","19382"
"22.12.2024 18:45 - 22.12.2024 19:00","19550","19309"
"22.12.2024 19:00 - 22.12.2024 19:15","19550","19296"
"22.12.2024 19:15 - 22.12.2024 19:30","19550","19437"
"22.12.2024 19:30 - 22.12.2024 19:45","19350","19211"
"22.12.2024 19:45 - 22.12.2024 20:00","19250","19165"
"22.12.2024 20:00 - 22.12.2024 20:15","19100","18917"
"22.12.2024 20:15 - 22.12.2024 20:30","18900","18800"
"22.12.2024 20:30 - 22.12.2024 20:45","18700","18520"
"22.12.2024 20:45 - 22.12.2024 21:00","18450","18436"
"22.12.2024 21:00 - 22.12.2024 21:15","18250","18227"
"22.12.2024 21:15 - 22.12.2024 21:30","18000","17819"
"22.12.2024 21:30 - 22.12.2024 21:45","17750","17472"
"22.12.2024 21:45 - 22.12.2024 22:00","17450","17382"
"22.12.2024 22:00 - 22.12.2024 22:15","17300","17116"
"22.12.2024 22:15 - 22.12.2024 22:30","17000","16936"
"22.12.2024 22:30 - 22.12.2024 22:45","16750","16622"
"22.12.2024 22:45 - 22.12.2024 23:00","16500","16011"
"22.12.2024 23:00 - 22.12.2024 23:15","16200","15881"
"22.12.2024 23:15 - 22.12.2024 23:30","15950","15422"
"22.12.2024 23:30 - 22.12.2024 23:45","15700","15216"
"22.12.2024 23:45 - 23.12.2024 00:00","15450","14894"
"23.12.2024 00:00 - 23.12.2024 00:15","14950","14723"
"23.12.2024 00:15 - 23.12.2024 00:30","14800","14582"
"23.12.2024 00:30 - 23.12.2024 00:45","14650","14383"
"23.12.2024 00:45 - 23.12.2024 01:00","14500","14260"
"23.12.2024 01:00 - 23.12.2024 01:15","14350","14039"
"23.12.2024 01:15 - 23.12.2024 01:30","14250","13897"
"23.12.2024 01:30 - 23.12.2024 01:45","14150","13907"
"23.12.2024 01:45 - 23.12.2024 02:00","14100","13826"
"23.12.2024 02:00 - 23.12.2024 02:15","14100","13801"
"23.12.2024 02:15 - 23.12.2024 02:30","14100","13785"
"23.12.2024 02:30 - 23.12.2024 02:45","14100","13579"
"23.12.2024 02:45 - 23.12.2024 03:00","14100","13548"
"23.12.2024 03:00 - 23.12.2024 03:15","14100","13370"
"23.12.2024 03:15 - 23.12.2024 03:30","14100","13439"
"23.12.2024 03:30 - 23.12.2024 03:45","14100","13485"
"23.12.2024 03:45 - 23.12.2024 04:00","14100","13673"
"23.12.2024 04:00 - 23.12.2024 04:15","14200","13577"
"23.12.2024 04:15 - 23.12.2024 04:30","14300","13847"
"23.12.2024 04:30 - 23.12.2024 04:45","14400","14024"
"23.12.2024 04:45 - 23.12.2024 05:00","14650","14172"
"23.12.2024 05:00 - 23.12.2024 05:15","14900","14256"
"23.12.2024 05:15 - 23.12.2024 05:30","15100","14590"
"23.12.2024 05:30 - 23.12.2024 05:45","15400","14796"
"23.12.2024 05:45 - 23.12.2024 06:00","16150","15531"
"23.12.2024 06:00 - 23.12.2024 06:15","16900","16277"
"23.12.2024 06:15 - 23.12.2024 06:30","17350","16958"
"23.12.2024 06:30 - 23.12.2024 06:45","17800","17308"
"23.12.2024 06:45 - 23.12.2024 07:00","18200","17603"
